Subject,Course ID,Course Title,Course Description,Credits
Psychology,PSYC_V 300,Abnormal Psychology,"The definition, history, and scope of abnormal behaviour; emphasis on the psychological factors that control its origins, maintenance, and modification. Restricted to students with second-year standing or higher. Strongly recommended: PSYC 101, 102, and one of PSYC 216, 217, or 227.",	3
Psychology,PSYC_V 301,Brain Dysfunction and Recovery,"Cognitive and behavioral impairments resulting from brain dysfunction. Focus on the efficacy of various intervention approaches. Strongly recommended: PSYC 101, 102, and one of PSYC 216, PSYC 217, or 277. Credit will be granted for only one of PSYC 301 or NSCI 302. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 302,Infancy,"Human cognition, perception, motor, social, emotional needs, brain development and their interactions from birth until the emergence of language. Strongly recommended: PSYC 101, 102, and one of PSYC 216, PSYC 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 303,Tests and Measurements,"Theory and practice of psychological measurement, statistical models for items and tests, assessment of test reliability and validity, factor analysis, scoring. Restricted to students with second-year standing or higher. Prerequisite: One of PSYC 218, PSYC 278.",	3
Psychology,PSYC_V 304,Brain and Behaviour,"The neurobiological bases of behaviour; brain processes involved in perception, motivation, emotion, psychopathology, learning and memory. A maximum of 6 credits can be granted for either PSYC 304 or PSYC 370 and 371. Strongly recommended: PSYC 101 and one of PSYC 216, PSYC 217, PSYC 277. Restricted to all Arts and Science students with second-year standing or higher, excluding those in the B.Sc. Behavioural Neuroscience or B.Sc. Neuroscience specializations.",	3-6
Psychology,PSYC_V 305,Personality Psychology,"Theory and research on individual differences in motivation, emotion, and social behaviour. Strongly recommended: PSYC 102, and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 306,Principles of Animal Behaviour,"Behavioural neuroscience; behavioural genetics; social systems; mating and parental strategies; instinct and learning; evolution of human behaviour. Credit will be given for only one of BIOL 310 or PSYC 306. Strongly recommended: PSYC 101, and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 307,Cultural Psychology,"Cultural influences on human thought and behaviour; interactions of culture and self; multicultural experiences; intercultural relations; methodological issues. Strongly recommended: PSYC 102, and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 308,Social Psychology,"Theory and research of individual social behaviour; social motivation; attitudes; group interaction; socialization; prejudice. Strongly recommended: PSYC 102, and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 309,Cognitive Processes,"Contribution of cognitive processes to perception, attention, and memory; cognitive development, language, thinking, and creativity. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 311,Psychology of Sport,"Psychological theory, research, and skills training related to sport performance, exercise motivation, and adherence. Credit will be granted for only one of PSYC 311 and KIN 150 and 231. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 312,History of Psychology,"The principal trends of psychological explanation and events in the history of psychology from the earliest times to the present. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to Psychology Major or Psychology Honours students.",	3
Psychology,PSYC_V 314,Health Psychology,"Health-related behaviours such as smoking and drug use; effects of stressful events on health; methods for coping with stress; impact of chronic illness on the family; social support systems. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 315,Childhood and Adolescence,"Human development from the preschool period through adolescence. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 319,Applied Developmental Psychology,"Applications of theories and research in developmental psychology to contemporary social issues; topics may include daycare, child abuse, divorce and remarriage, substance abuse, sexuality. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 320,Psychology of Sex Differences,"Theory and research on gender development and the influence of sex and/or gender on cognition, emotion, motivation, social behaviour, and health. Strongly recommended: PSYC 101, 102 and PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 322,Adulthood and Aging,"Issues, theories, and psychological research regarding adulthood and the aging process. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 325,Socialization: Media Content and Effects,"Examines human development in the context of the socializing role of media. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 331,Forensic Psychology,"The application of psychological theory and research to legal issues and the criminal justice system. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 333,"Memory: Historical, Clinical and Cognitive Perspectives","Classical and contemporary metaphors for memory and their impact on theory development. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 334,Memory II,Organic amnesia; remembering childhood events; the self and memory; and the problem of distinguishing genuine from simulated forgetting. Prerequisite: [PSYC333],	3
Psychology,PSYC_V 335,Gambling and Decision Making,"The psychology of gambling behaviour, with emphasis on relevant work from judgment and decision-making, the cognitive neuroscience of choice, and clinical perspectives on disordered gambling. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 336,The Psychology of Language I,"Psychological abilities underlying human language; language processing, lexical representation, and principles of online conversation; animal versus human communication. Strongly recommended: PSYC 101 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 337,The Psychology of Language II,"Language and thought; deriving psychological principles from language universals; the psychology of literacy, dyslexia, multilingualism, and natural language processing. Prerequisite: [PSYC336]",	3
Psychology,PSYC_V 349,Honours Seminar,"Orientation to psychological research, with special emphasis on ongoing research within the department; effective presentation of research findings, oral and written; critical evaluation of research. Requires a research project. Restricted to students in Honours Psychology. Prerequisite: All of PSYC 217, PSYC 218.",	6
Psychology,PSYC_V 350,Psychological Aspects of Human Sexuality,"Human sexuality from a biopsychological, behavioural, and psychosocial perspective. Strongly recommended: PSYC 101, 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 358,Evolutionary Psychology,"Theory and research on the evolution of the human mind, with emphasis on implications for cognition and behaviour in contemporary environments. Strongly recommended: PSYC 102 and one of PSYC 216, 217, or 277. Restricted to students with second-year standing or higher.",	3
Psychology,PSYC_V 359,Advanced Research Methods in Behavioural Sciences,"Prepares students for graduate studies or other advanced behavioural research; experimental design and analytic techniques; laboratory with computer applications. Restricted to students with second-year standing or higher and a cumulative average at or above 76%. Prerequisite: One of PSYC 218, PSYC 278.",	3
Psychology,PSYC_V 361,Neuroscience of Motivation,"Experimental analysis of hunger, thirst, exploratory and curiosity behaviour, maternal and reproductive behaviour, fixed action patterns, and complex processes involved in social motivation with emphasis on the biological basis of motivation. Restricted to students with second-year standing or higher. Prerequisite: One of NSCI 201, PSYC 270, PSYC 304, PSYC 370.",	3
Psychology,PSYC_V 363,Neuroscience of Simple Learning,"Introduction to basic theories of non-associative learning, classical and operant conditioning. Experimental findings from behavioural and biological analyses with animals and humans. Restricted to students with second-year standing or higher. Prerequisite: One of BIOL 260, BIOL 361, BIOL 455, BIOL 458, CAPS 301, NSCI 200, PSYC 270, PSYC 304.",	3
Psychology,PSYC_V 365,Cognitive Neuroscience,"Current research into human brain systems underlying cognitive processes such as perception, attention, memory, and decision-making. Restricted to students with second-year standing or higher. Prerequisite: Either (a) one of PSYC 101, PSYC 304, PSYC 309, NSCI 201, PSYC 270 or (b) COGS 200.",	3
Psychology,PSYC_V 367,Sensory Systems,"Anatomy and physiology of the sensory pathways and their relation to perception. Credit will be granted for only one of PSYC 367, BIOL 372. Restricted to students with second-year standing or higher. Prerequisite: Either (a) one of PSYC 101, NSCI 201 or (b) COGS 200.",	3
Psychology,PSYC_V 368,Perceptual Processing,Perceptual phenomena and their underlying brain mechanisms. Prerequisite: [PSYC367],	3
Psychology,PSYC_V 370,Behavioural and Cognitive Neuroscience I,"Advanced methods and topics in behavioural and cognitive neuroscience. Credit will be granted for only one of PSYC 304, PSYC 370, BIOL 371, BIOL 372. A maximum of 6 credits can be granted for either PSYC 304 or PSYC 370 and 371. Restricted to students in NSCI Major or Honours with second-year standing or higher. Prerequisite: One of NSCI 201, PSYC 270, COGS 200 and one of PSYC 217, PSYC 277 and one of PSYC 218, PSYC 278.",	3
Psychology,PSYC_V 371,Behavioural and Cognitive Neuroscience II,"Neurodevelopment and neuroplasticity, the physiological bases of several motivated behaviours (sleep, sexual behaviour, hunger and eating, drugs and addiction), cognition, the stress response, and brain dysfunction and recovery. A maximum of 6 credits can be granted for either PSYC 304 or PSYC 370 and 371. Restricted to students in NSCI Major or Honours with second-year standing or higher. Prerequisite: PSYC 370.",	3
Psychology,PSYC_V 388,Directed Studies in Behavioural Neuroscience,Directed investigation of an experimental problem in Behavioural Neuroscience requiring a written report of the findings. Requires the supervising faculty member's permission. See the Department's website for more information. Restricted to Majors in PSYC or COGS or NSCI with second-year standing or higher. This course is not eligible for Credit/D/Fail grading.,	3-6
Psychology,PSYC_V 398,Cooperative Work Placement I,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in Summer Session after third year. Work term report required. Restricted to students admitted to the Co-op Program in Psychology. Prerequisite: Co-op Workshops. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 399,Cooperative Work Placement II,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in fourth year Winter Session, Term 1. Work term report required. Pass/Fail. Restricted to students admitted to the Co-op Program in Psychology. Prerequisite: PSYC 398. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 400,Clinical Psychology: A Health Profession,"Theory, research, practice, and professional issues in clinical psychology, including a practicum placement. Credit will be granted for only one of PSYC 400 and 401. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277, PSYC 300.",	6
Psychology,PSYC_V 401,Clinical Psychology,"Theoretical and research foundations of the processes of assessment and behaviour modification in clinical psychology. Credit will be granted for only one of PSYC 400 or PSYC 401. Restricted to students with third-year standing or higher. Strongly recommended: PSYC 217, PSYC 277 and PSYC 300.",	3
Psychology,PSYC_V 402,Research in Psychological Disorders,"Focus on the cognitive, biological, and motivational underpinnings of psychological disorders. Topics include current research methods, controversies in the research literature, and directions for future research. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277, PSYC 300.",	3
Psychology,PSYC_V 403,Human Emotion,"Developmental, cognitive, and social psychological theories and research on human emotion. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 305, PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 404,Psychology of Religion,"Cognitive, emotional, and motivational underpinnings of religious behaviour; supernatural beliefs, magical thinking, ritual, sacrifice; religion's role in morality, prosociality, health, violence, and intergroup relations. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 305, PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 407,Cognition and Culture,"Cultural learning; cultural variation and universality in cognition and emotion; cognitive and emotional bases of cultural phenomena. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 408,Research in Social Psychology,"Representative studies on social psychological topics; emphasis on the formulation of significant questions and the design and execution of relevant research. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 305, PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 409,Cognitive Neuropsychology,"The structure of the mind as revealed by brain injury, neurological illness, and surgical intervention. Topics include attention, memory, language, sense of self, topographic awareness, moral reasoning, emotion, theory of mind, and social awareness. Restricted to students with third-year standing or higher. Prerequisite: Either (a) one of PSYC 304, PSYC 309, NSCI 201, PSYC 270 or (b) COGS 200.",	3
Psychology,PSYC_V 412,Cognitive Development,"The development of fundamental cognitive abilities from infancy through adulthood, including traditional approaches to cognitive development as well as new areas of current investigation. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 302, PSYC 315, PSYC 319, PSYC 322, PSYC 325.",	3
Psychology,PSYC_V 413,Social and Personality Development,"Comprehensive overview of the psychological processes in the social and personality development of infants, children, and adolescents. Restricted to students with third-year standing or higher. Strongly recommended: PSYC 217, PSYC 277 and one of PSYC 302, PSYC 315, PSYC 319, PSYC 322, PSYC 325.",	3
Psychology,PSYC_V 414,Research in Developmental Psychology,"Advanced study of current research in a specific area of developmental psychology. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 302, PSYC 315, PSYC 319, PSYC 322, PSYC 325.",	3
Psychology,PSYC_V 415,Applied Social Psychology,"The application of social psychological research and theory to the solution of social problems. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 305, PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 417,Special Topics in Psychology,"Intensive examination of selected topics and issues in psychology. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 218, PSYC 278.",	3
Psychology,PSYC_V 418,The Self-Concept,"Theory and research on the self: development, knowledge, motivation, emotions, presentation. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 305, PSYC 307, PSYC 308, PSYC 358.",	3
Psychology,PSYC_V 420,Community Psychology,"The relationships between social contexts and wellbeing with a focus on the application of psychology to disadvantaged populations and community development. Restricted to students with third-year standing or higher. Prerequisite: Either (a) one of PSYC 217, PSYC 277 and one of PSYC 300, PSYC 308, PSYC 314; or (b) PSYC 319.",	3
Psychology,PSYC_V 421,Environmental Psychology,"Psychological theory and research on the interaction between organisms and the physical environment; emphasis on applications to the design and management of constructed and natural environments. Strongly recommended: PSYC 217, PSYC 277 and one of PSYC 300, PSYC 308, PSYC 309, PSYC 314, PSYC 319. Restricted to students with third-year standing or higher.",	3
Psychology,PSYC_V 427,Advanced Seminar in Psychology,"Investigation of an issue, topic, or phenomenon in psychology, focusing on research deeply within a subfield or integrating research across subfields. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 217, PSYC 277 and one of PSYC 218, PSYC 278. Consult Section Notes or the Psychology Department website for 300-level course(s) recommended for a specific offering.",	3
Psychology,PSYC_V 449,Honours Seminar and Essay,"Students carry out a research project and report on its development during seminars. Students also discuss research by Departmental staff, with emphasis on choice of problems, research design and data analysis. Intended for students in their graduating year. Restricted to students in Honours Psychology, in fourth-year standing or higher. Prerequisite: PSYC 349.",	6
Psychology,PSYC_V 460,Behavioural Neuroendocrinology,"Detailed examination of the interaction between hormones and neural control of reproductive and non-reproductive behaviours; emphasis on gonadal and adrenal hormone effects on learning and memory in the brain. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 304, PSYC 371.",	3
Psychology,PSYC_V 461,Neuroplasticity and Behaviour,"Experimental findings and theory documenting the plasticity of the brain and its relationship to behaviour: emphasis on gene regulation, neurogenesis and cell morphology changes in relation to learning and experience. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 304, PSYC 371.",	3
Psychology,PSYC_V 462,Drugs and Behavioural Neuroscience,"Introduction to neurochemical systems and functional neuroanatomy; animal models of human cognitive processes and mental disorders; neurochemical foundations and treatments for mental disorders. Restricted to students with third-year standing or higher. Prerequisite: One of PSYC 304, PSYC 371.",	3
Psychology,PSYC_V 472,Advanced Neuroscience of Motivation,,	3
Psychology,NEUROBIOLOGICAL PATHWAYS MEDIATING FIVE CORE ASPECTS OF MOTIVATED BEHAVIOUR:,This course is not eligible for Credit/D/Fail grading.,,	1
Psychology,PSYC_V 488,Directed Studies in Behavioural Neuroscience,Directed investigation of an experimental problem in Behavioural Neuroscience requiring a written report of the findings. Requires the supervising faculty member's permission. See the Department's website for more information. Restricted to Majors in PSYC or COGS or NSCI with third-year standing or higher. This course is not eligible for Credit/D/Fail grading.,	3-6
Psychology,PSYC_V 498,Cooperative Work Placement III,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in fourth year Winter Session, Term 2. Work term report required. Pass/Fail. Restricted to students admitted to the Co-op Program in Psychology. Prerequisite: PSYC 399. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 499,Cooperative Work Placement IV,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full time. Normally taken in Summer Session after fourth year. Work term report required. Pass/Fail. Restricted to students admitted to the Co-op Program in Psychology. Prerequisite: PSYC 498. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 500,History of Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 501,Health Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 502,Research Methods in Health Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 503,Biological Basis of Health Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 504,Special Topics in Health Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 507,Cultural Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 510,Descriptive Psychopathology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 512,Psychology of Emotion,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 514,Advanced Topics in Biopsychology,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 516,"Animal Learning, Memory, and Cognition","Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 517,Biopsychology of Motivation,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 520,Developmental Biopsychology,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 521,Psycholinguistics,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 522,Drugs and Behaviour,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 523,Experimental Neuropsychology and Animal Models,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 524,Neural Models of Learning and Memory,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 525,Attitudes and Social Cognition,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 527,Interpersonal Processes,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 528,Advanced Methods in Social Psychology and Personality,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 530,Assessment: A Critical Survey,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 531,Assessment: Clinical Applications,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 532,Child Assessment,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 533,Current Issues in Clinical Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 535,Psychopathology of the Adult,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 536,Psychopathology of the Child,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 537,Ethical and Professional Issues in Clinical Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 538,Clinical Neuropsychological Assessment,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 540,Strategies of Psychological Intervention,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 542,Cognitive/Behavioural Interventions,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 545,Advanced Statistics,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 556,Psychological Treatment of Childhood Disorders,"Restricted to students in one of MA PSYC, PhD PSYC. Restricted to Psychology graduate students in the Clinical Research Area. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 560,Clinical Research Design,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 567,Personality Dimensions and Structure,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 569,Contemporary Conceptual Issues in Personality,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 570,Cognitive Neuroscience,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 574,Biopsychology I,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 578,Perception,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 579,Special Topics in Perception,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 582,Cognition,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 583,Special Topics in Cognition,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 584,Language Development in Infancy and Childhood,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 585,Special Topics in Developmental Cognitive Neuroscience,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 586,Developmental Psychology,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 587,Cognitive Development,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 588,Special Topics in Social and Personality Development,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 589,Moral Development,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3-6
Psychology,PSYC_V 590,Survey of Social Psychology I,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 591,Survey of Social Psychology II,"Restricted to students in one of MA PSYC, PhD PSYC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 592,Neuroethology,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC.A This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 593,Neurophysiology and Cortical Plasticity,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 594,Psychoneuroendocrinology,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Psychology,PSYC_V 595,Psychophysiology,"Restricted to students in one of MA PSYC, MSC NRSC, PhD PSYC, PhD NRSC. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 310,Designing for Global Community Development,Design methodologies for exploring global community development processes relating to achieving the global Sustainable Development Goals. Prerequisite: Second year standing or higher.,	3
Public Policy And Global Affairs,PPGA_V 500,Economics for Policy,"Fundamental principles of economics applied to public policy and global affairs. Credit will be granted for only one of PPGA 500 or both PPGA 501, PPGA 502 or both GPP 501, GPP 502. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3-6
Public Policy And Global Affairs,PPGA_V 503,Measurement and Data Analysis for Policy,"Fundamental quantitative tools for policy analysis and program evaluation, including measurement, data visualization, and regression analysis. Introduction of skills for the design and implementation of quantitative policy analysis. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 504,Policy Analysis and Evaluation,"Fundamentals of policy analysis and program evaluation for a professional context. Standard tools of policy analysis, risk assessment, and evaluation to design policy interventions and implement monitoring and evaluation systems for effectiveness. Case studies for government, international organizations, and NGOs. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 505,Domestic and Global Policy Processes,"Theories and frameworks related to policy-making processes at both the domestic and global levels. Agenda setting, policy formulation and stakeholder engagement, decision-making, policy implementation, and policy evaluation. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 506,Public Management,"Governmental implementation and delivery of public policy. Variations in international practice, the growing interdependence of governments, firms and non-government organizations. Complexities of multi-level governance including control and accountability of governments. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 507,Environmental Law and Policy Frameworks,"Environmental law and policy creation, implementation, and enforcement at the international, national, and sub-national levels. Evolution of environmental law and policy, legal institutions, and major areas of law relating to ecological sustainability. This course is not eligible for Credit/D/Fail grading.",	3
Public Policy And Global Affairs,PPGA_V 508,Policy in Context,"Analytical tools for assessing policy in different cultural contexts, inter-cultural communication skills, ethics, and effective community engagement in policy work. Restricted to students in the Master of Public and Global Affairs. This course is not eligible for Credit/D/Fail grading.",	3
